"coordinateUncertaintyInMeters","stateProvince","country","continent","year","month","day","eventDate","scientificName","kingdom","phylum","order","family","genus","species","taxonRank","recordedBy","identifiedBy","datasetName","publishingCountry","basisOfRecord","occurrenceStatus","issues","utm_x","utm_y"
31,"British Columbia","Canada","NORTH_AMERICA",2023,8,5,"2023-08-05T15:50","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1643403.90531943,600049.938989409
NA,"British Columbia","Canada","NORTH_AMERICA",2023,8,9,"2023-08-09T17:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Ellen Scott","Ellen Scott","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1722688.28044283,564541.922469978
NA,"British Columbia","Canada","NORTH_AMERICA",2023,8,11,"2023-08-11T15:53:51","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Leanne Stacy Reitan","Leanne Stacy Reitan","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1601233.06157093,508547.383064203
122,"British Columbia","Canada","NORTH_AMERICA",2023,8,12,"2023-08-12T15:25","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1645899.3046668,599243.053149179
NA,"British Columbia","Canada","NORTH_AMERICA",2023,8,13,"2023-08-13T14:18","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Jackson W.F. Chu","Jackson W.F. Chu","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1009211.14037652,453419.437615403
NA,"British Columbia","Canada","NORTH_AMERICA",2023,8,13,"2023-08-13T14:31","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1391449.55443665,506401.713179825
4,"British Columbia","Canada","NORTH_AMERICA",2023,8,13,"2023-08-13T15:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shirley Morrison","Shirley Morrison","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391427.91970446,506416.222518864
4,"British Columbia","Canada","NORTH_AMERICA",2023,8,14,"2023-08-14T10:17:01","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","ginevra20","ginevra20","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1211539.70350571,487260.120940814
15,"British Columbia","Canada","NORTH_AMERICA",2023,8,13,"2023-08-13T14:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Steve Ansell","Steve Ansell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391415.86469925,506405.381028112
19,"British Columbia","Canada","NORTH_AMERICA",2023,8,15,"2023-08-15T14:46:28","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","m_reid","m_reid","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",978470.26136414,622275.943651861
48,"British Columbia","Canada","NORTH_AMERICA",2023,8,16,"2023-08-16T12:45:12","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","tomcat_clover","tomcat_clover","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1142728.84939481,380741.085135542
500,"British Columbia","Canada","NORTH_AMERICA",2023,8,17,"2023-08-17T12:46:54","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shawn Brescia","Shawn Brescia","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1178971.22334528,386167.804699588
NA,"British Columbia","Canada","NORTH_AMERICA",2023,8,16,"2023-08-16T15:30","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391389.95690124,506380.551237233
8,"British Columbia","Canada","NORTH_AMERICA",2023,8,15,"2023-08-15T19:06:02","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","saltwaterwoman","roomthily","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1206698.45485103,537520.908114979
5,"British Columbia","Canada","NORTH_AMERICA",2023,8,13,"2023-08-13T14:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","John D Reynolds","John D Reynolds","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1391411.58206737,506404.273555553
413,"British Columbia","Canada","NORTH_AMERICA",2023,8,16,"2023-08-16T14:19","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Rand Rudland","Rand Rudland","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1172843.68811519,513335.811913581
413,"British Columbia","Canada","NORTH_AMERICA",2023,8,16,"2023-08-16T14:20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Rand Rudland","Rand Rudland","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1172843.68811519,513335.811913581
8,"British Columbia","Canada","NORTH_AMERICA",2023,8,20,"2023-08-20T15:00","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391439.88336577,506557.805926041
4,"British Columbia","Canada","NORTH_AMERICA",2023,8,20,"2023-08-20T14:26:02","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shirley Morrison","Shirley Morrison","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391434.91035255,506564.782646751
NA,"British Columbia","Canada","NORTH_AMERICA",2023,8,20,"2023-08-20T14:24:17","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Tiia Haapalainen","Tiia Haapalainen","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1010360.74959764,529477.901174575
5,"British Columbia","Canada","NORTH_AMERICA",2023,8,22,"2023-08-22T09:48","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","John D Reynolds","John D Reynolds","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1169116.55166724,375782.121892254
5,"British Columbia","Canada","NORTH_AMERICA",2023,8,22,"2023-08-22T10:00","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","John D Reynolds","John D Reynolds","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1168961.11611166,375646.683274159
5,"British Columbia","Canada","NORTH_AMERICA",2023,8,22,"2023-08-22T10:00","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","John D Reynolds","John D Reynolds","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1168961.11611166,375646.683274159
5,"British Columbia","Canada","NORTH_AMERICA",2023,8,22,"2023-08-22T10:00","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","John D Reynolds","John D Reynolds","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1168961.11611166,375646.683274159
5,"British Columbia","Canada","NORTH_AMERICA",2023,8,22,"2023-08-22T10:03","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","John D Reynolds","John D Reynolds","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1168914.25816627,375639.181932871
15,"British Columbia","Canada","NORTH_AMERICA",2023,8,25,"2023-08-25T11:55","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Guy L. Monty","Guy L. Monty","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1054392.24956617,525744.600554468
4,"British Columbia","Canada","NORTH_AMERICA",2023,8,21,"2023-08-21T10:17:58","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Zeke Gilmore","Zeke Gilmore","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1015446.79032675,537678.345847481
7,"British Columbia","Canada","NORTH_AMERICA",2023,8,21,"2023-08-21T11:35","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Zeke Gilmore","Zeke Gilmore","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1013430.8813745,537634.262512514
10,"British Columbia","Canada","NORTH_AMERICA",2023,8,28,"2023-08-28T13:17:49","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","calvindiablo","calvindiablo","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1331931.47403763,466292.918882755
8,"British Columbia","Canada","NORTH_AMERICA",2023,8,30,"2023-08-30T12:09","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Martin Dollenkamp","Martin Dollenkamp","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1053328.99828446,525129.920029184
8,"British Columbia","Canada","NORTH_AMERICA",2023,8,30,"2023-08-30T11:43","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Martin Dollenkamp","Martin Dollenkamp","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1053496.13812989,525220.069446783
572,"British Columbia","Canada","NORTH_AMERICA",2023,8,26,"2023-08-26T13:19:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Matthew","Matthew","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1009033.14553343,535931.115628529
86,"British Columbia","Canada","NORTH_AMERICA",2023,8,5,"2023-08-05T08:39:02","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","benvriesen","Paolo Pietropaolo","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1031131.07916614,494124.008410485
NA,"British Columbia","Canada","NORTH_AMERICA",2023,8,13,"2023-08-13T12:33","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Gabe","Gabe","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1044998.45432669,520069.921023125
NA,"British Columbia","Canada","NORTH_AMERICA",2023,9,1,"2023-09-01T12:17","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1174986.36845276,500163.535795968
61,"British Columbia","Canada","NORTH_AMERICA",2023,9,2,"2023-09-02T13:18","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Martin Dollenkamp","Martin Dollenkamp","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1053334.84307362,525129.536318799
6,"British Columbia","Canada","NORTH_AMERICA",2023,9,10,"2023-09-10T12:15:27","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Brian Starzomski","Brian Starzomski","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1174924.65296211,369932.727747971
8,"British Columbia","Canada","NORTH_AMERICA",2023,9,10,"2023-09-10T14:18:34","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Abby Hyde","Abby Hyde","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1170280.06885642,372162.205651159
16,"British Columbia","Canada","NORTH_AMERICA",2022,7,31,"2022-07-31T10:35:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Paolo Pietropaolo","Paolo Pietropaolo","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1126110.60412674,479491.589216611
524,"British Columbia","Canada","NORTH_AMERICA",2022,8,2,"2022-08-02T13:41:58","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Carol McDougall","Carol McDougall","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1155517.77489575,463879.089578591
246,"British Columbia","Canada","NORTH_AMERICA",2022,8,7,"2022-08-07T16:11:24","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Mike Fischer","Mike Fischer","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1179787.44304862,375644.56243059
15,"British Columbia","Canada","NORTH_AMERICA",2022,8,7,"2022-08-07T12:54","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Mark Wynja","Mark Wynja","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1173778.4225837,417690.807405081
4,"British Columbia","Canada","NORTH_AMERICA",2022,8,9,"2022-08-09T10:57:43","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","vhorwood","Mark Wynja","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1077720.3713664,518925.656803362
61,"British Columbia","Canada","NORTH_AMERICA",2022,8,10,"2022-08-10T12:07","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1642715.86750414,617739.096537068
298,"British Columbia","Canada","NORTH_AMERICA",2022,8,10,"2022-08-10T14:29","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Janice Arndt","Janice Arndt","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1629880.40367702,539186.418141471
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,11,"2022-08-11T14:20:19","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sabine Metzger","Stefan","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1187154.6310775,397614.320416021
28,"British Columbia","Canada","NORTH_AMERICA",2022,8,2,"2022-08-02T15:26","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Parks Canada @ Fort Rodd Hill","Parks Canada @ Fort Rodd Hill","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1188851.68279691,383161.561369746
28,"British Columbia","Canada","NORTH_AMERICA",2022,8,8,"2022-08-08T14:57","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Parks Canada @ Fort Rodd Hill","Parks Canada @ Fort Rodd Hill","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1188851.68279691,383161.561369746
